molecule_id,canonical_smiles,source_group,source_dataset,absorption_max_nm,log_extinction,photochem_efficiency,log_kp,skin_sensitization,skin_irritation
MOL_A_000043,Brc1ccc(-c2nc3sc4ccccc4c3s2)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,353.0,4.35526,0.88,,,
MOL_A_000044,Brc1ccc(-c2nn(-c3ccccc3)c3ncc4cc5c(nc4c23)-c2ccccc2C5)cc1,group_A,M01_Photoswitches_Paper,315.4,,,,,
MOL_A_000045,Brc1ccc(-c2nn(-c3ccccc3)c3ncc4cc5c(nc4c23)-c2ccccc2CC5)cc1,group_A,M01_Photoswitches_Paper,318.0,,,,,
MOL_A_000046,Brc1ccc(-c2nn(-c3ccccc3)c3ncc4cc5c(nc4c23)C5)cc1,group_A,M01_Photoswitches_Paper,305.5,,,,,
MOL_A_000047,Brc1ccc(-c2nn(-c3ccccc3)c3ncc4cc5c(nc4c23)CCC5)cc1,group_A,M01_Photoswitches_Paper,305.2,,,,,
MOL_A_000048,Brc1ccc(-c2nnc3ccccn23)cc1,group_A,M13_uvvisml_chemfluor,289.0,,,,,
MOL_A_000049,Brc1ccc(-c2pc3ccccc3s2)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,337.0,4.698101,0.032,,,
MOL_A_000050,Brc1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccc(Br)cc4)ccc32)cc1,group_A,M01_Photoswitches_Paper,290.2,,,,,
MOL_A_000051,Brc1ccc(-n2cccc2)cc1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,281.55,,,,,
MOL_A_000052,Brc1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,group_A,M13_uvvisml_chemfluor,347.0,,,,,
MOL_A_000053,Brc1ccc(/C=C/c2ccncn2)cc1,group_A,M13_uvvisml_deep4chem,317.0,,,,,
MOL_A_000054,Brc1ccc(/C=C/c2cnc3ccccc3n2)cc1,group_A,M13_uvvisml_deep4chem,369.0,,,,,
MOL_A_000055,Brc1ccc(/N=N/c2ccc(Br)cc2)cc1,group_A,M01_Photoswitches_Curated,324.0,,,,,
MOL_A_000056,Brc1ccc(/N=N/c2ccccc2)cc1,group_A,M01_Photoswitches_Curated,329.0,,,,,
MOL_A_000057,Brc1ccc(C2(c3ccc(Br)cc3)C=Cc3c(ccc4cc(Br)ccc34)O2)cc1,group_A,M01_Photoswitches_Paper,324.7,,,,,
MOL_A_000058,Brc1ccc(C2(c3ccccc3)C=Cc3c(ccc4ccccc34)O2)cc1,group_A,M01_Photoswitches_Paper,322.7,,,,,
MOL_A_000059,Brc1ccc(C2=C(c3ccc(Br)cc3)c3ccc4c5c(ccc(c35)O2)OC(c2ccc(Br)cc2)=C4c2ccc(Br)cc2)cc1,group_A,M13_uvvisml_chemfluor,501.0,,,,,
MOL_A_000060,Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,491.25,,0.39,,,
MOL_A_000061,Brc1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,580.0,4.846955,,,,
MOL_A_000062,Brc1ccc(C=Cc2ccc(-c3nnc(-c4c5ccccc5cc5ccccc45)o3)cc2)cc1,group_A,M01_Photoswitches_Paper,368.9,,,,,
MOL_A_000063,Brc1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,398.55,,,,,
MOL_A_000064,Brc1ccc(C=Cc2ccncc2)c2nsnc12,group_A,M01_Photoswitches_Paper,366.4,,,,,
MOL_A_000065,Brc1ccc(C=Cc2ccncn2)cc1,group_A,M11_Deep4Chem,317.0,4.071882,0.01,,,
MOL_A_000066,Brc1ccc(C=Cc2cnc3ccccc3n2)cc1,group_A,M11_Deep4Chem,369.0,4.127105,0.02,,,
MOL_A_000067,Brc1ccc(N(c2ccc(/C=C/c3ccncn3)cc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,group_A,M13_uvvisml_deep4chem,417.0,,,,,
MOL_A_000068,Brc1ccc(N(c2ccc(C=Cc3ccncn3)cc2)c2ccc(C=Cc3ccncn3)cc2)cc1,group_A,M11_Deep4Chem,417.0,4.445604,0.69,,,
MOL_A_000069,Brc1ccc(N/C=C/C=[NH+]c2ccc(Br)cc2)cc1,group_A,M13_uvvisml_deep4chem,386.0,,,,,
MOL_A_000070,Brc1ccc(N2CCOCC2)c2nsnc12,group_A,M01_Photoswitches_Paper,331.1,,,,,
MOL_A_000071,Brc1ccc(N2c3c(sc4ccccc34)Sc3sc4ccccc4c32)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,309.0,,,,,
MOL_A_000072,Brc1ccc(N=Nc2cc[nH]n2)cc1,group_A,M01_Photoswitches_Curated,331.0,,,,,
MOL_A_000073,Brc1ccc(NC=CC=[NH+]c2ccc(Br)cc2)cc1,group_A,M11_Deep4Chem,386.0,4.389166,0.11,,,
MOL_A_000074,Brc1ccc(Nc2ccc3ccccc3n2)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,348.3333333333333,4.111194,0.0336666666666666,,,
MOL_A_000075,Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,350.0,4.52,0.42,,,
MOL_A_000076,Brc1ccc2[nH]c3ccc(Br)cc3c2c1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,353.0,,,,,
MOL_A_000077,Brc1ccc2[nH]c3ccccc3c2c1,group_A,M01_Photoswitches_Paper,289.0,,,,,
MOL_A_000078,Brc1ccc2c(c1)C=C1B(N2)OB2Nc3ccc(Br)cc3C=C2C(c2ccccc2)=C1c1ccccc1,group_A,M13_uvvisml_chemfluor,420.0,,,,,
MOL_A_000079,Brc1ccc2c(c1)CCc1nc(-c3ccccc3)c3c(c1-2)CCc1cc(Br)ccc1-3,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,317.25,,,,,
MOL_A_000080,Brc1ccc2c(c1)Cc1cc(Br)ccc1-2,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,342.15,,,,,
MOL_A_000081,Brc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,group_A,M01_Photoswitches_Paper,290.8,,,,,
MOL_A_000082,Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,411.0,3.969136,0.03,,,
MOL_A_000083,Brc1ccc2nc(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccc(Br)cc7[nH]6)cc5)cc4)cc3)[nH]c2c1,group_A,M01_Photoswitches_Paper,309.6,,,,,
MOL_A_000084,Brc1ccc2nc3c(nc2c1)Nc1ccccc1N3,group_A,M01_Photoswitches_Paper,331.4,,,,,
MOL_A_000085,Brc1ccc2nc3c(nc2c1)Nc1ncccc1N3,group_A,M01_Photoswitches_Paper,331.2,,,,,
MOL_A_000086,Brc1cccc(/N=N/c2cccc(Br)c2)c1,group_A,M01_Photoswitches_Curated,320.0,,,,,
MOL_A_000087,Brc1cccc(/N=N/c2ccccc2)c1,group_A,M01_Photoswitches_Curated,321.0,,,,,
MOL_A_000088,Brc1cccc(C=NCCN=Cc2cccc(Br)c2)c1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,253.8,,,,,
MOL_A_000089,Brc1cccc2ccccc12,group_A,M01_Photoswitches_Paper,290.1,,,,,
MOL_A_000090,Brc1ccccc1,group_A,M01_Photoswitches_Paper,233.4,,,,,
MOL_A_000091,Brc1ccccc1-c1ccc(-c2ccccc2)cc1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,360.1,,,,,
MOL_A_000092,Brc1ccccc1/N=N/c1ccccc1,group_A,M01_Photoswitches_Curated,326.0,,,,,
MOL_A_000093,Brc1cnc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,369.0,4.621176,0.04,,,
MOL_A_000094,Brc1cnc(-c2ccncc2)s1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,306.0,3.691081,0.02,,,
MOL_A_000095,Brc1cncnc1-c1ccc(-c2ccccc2)s1,group_A,M01_Photoswitches_Paper,305.7,,,,,
MOL_A_000096,Brc1cncnc1-c1ccc(-c2cccs2)s1,group_A,M01_Photoswitches_Paper,321.8,,,,,
MOL_A_000097,Brc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,group_A,M01_Photoswitches_Paper,264.0,,,,,
MOL_A_000098,Brc1nc2cscc2nc1Br,group_A,M01_Photoswitches_Paper,331.0,,,,,
MOL_A_000099,Brc1ncnc2nc[nH]c12,group_A,M01_Photoswitches_Paper,266.1,,,,,
MOL_A_000100,Brc1nnc(N=Nc2ccc(-c3cccs3)s2)s1,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,466.6,,,,,
MOL_A_000101,Brc1sc(Br)c2c1SC(=C1Sc3c(Br)sc(Br)c3S1)S2,group_A,M01_Photoswitches_Paper,357.3,,,,,
MOL_A_000102,C,group_A,M11_Deep4Chem,127.7,3.766338,,,,
MOL_A_000103,C#C,group_A,M11_Deep4Chem,173.0,3.778151,,,,
MOL_A_000104,C#C/C(=C/c1cc2c3c(c1)CCCN3CCC2)C(=O)O,group_A,M13_uvvisml_dyeagg,441.0,,,,,
MOL_A_000105,C#C/C(=C/c1cc2c3c(c1)CCCN3CCC2)C(=O)[O-],group_A,M13_uvvisml_dyeagg,375.0,,,,,
MOL_A_000106,C#C/C(=C/c1ccc(C#C/C2=C3\C=CC(=N3)/C(c3c(OCCCCCCCCCCCC)cccc3OCCCCCCCCCCCC)=c3/cc/c4[n]3[Zn][n]3c2ccc3/C(c2c(OCCCCCCCCCCCC)cccc2OCCCCCCCCCCCC)=C2/C=CC(=N2)/C=4c2ccc(N(c3ccccc3)c3ccccc3)s2)s1)C(=O)O,group_A,M13_uvvisml_dsscdb;M13_uvvisml_dyeagg,560.5,,,,,
MOL_A_000107,C#C/C(=C/c1sc(C#C/C2=C3\C=CC(=N3)/C(c3c(OCCCCCCCCCCCC)cccc3OCCCCCCCCCCCC)=c3/cc/c4[n]3[Zn][n]3c2ccc3/C(c2c(OCCCCCCCCCCCC)cccc2OCCCCCCCCCCCC)=C2/C=CC(=N2)/C=4c2ccc(N(c3ccccc3)c3ccccc3)s2)cc1CCCCCC)C(=O)O,group_A,M13_uvvisml_dsscdb;M13_uvvisml_dyeagg,560.5,,,,,
MOL_A_000108,C#C/C(=C\c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2c4c(c5c(c2-3)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-5)C(CCCCCC)(CCCCCC)c2cc(-c3ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc3)ccc2-4)s1)C(=O)O,group_A,M13_uvvisml_dsscdb,474.0,,,,,
MOL_A_000109,C#CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1-2,group_A,M13_uvvisml_chemfluor,412.57142857142856,,,,,
MOL_A_000110,C#CC(C#C)=c1s/c(=c2/s/c(=C\c3ccc(N4c5ccccc5C5CCCC54)cc3)c(=O)n2CC(=O)O)c(=O)n1CCCCCCCC,group_A,M13_uvvisml_dyeagg,541.0,,,,,
MOL_A_000111,C#CC1(c2cccc(COC)c2)SCCS1,group_A,M01_Photoswitches_Paper,243.7,,,,,
MOL_A_000112,C#CC1=C(C=O)CCOc2ccccc21,group_A,M01_Photoswitches_Paper,331.9,,,,,
MOL_A_000113,C#CC1=C(C=O)COc2ccccc21,group_A,M01_Photoswitches_Paper,341.20000000000005,,,,,
MOL_A_000114,C#CC1=CN2C(=N/[N+](=C/c3ccc(-c4cccs4)cc3)[B-]2(F)F)C=C1,group_A,M13_uvvisml_chemfluor,481.0,,,,,
MOL_A_000115,C#CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,group_A,M11_Deep4Chem,332.2,,0.0318,,,
MOL_A_000116,C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,group_A,M13_uvvisml_deep4chem,332.2,,,,,
MOL_A_000117,C#CCCn1c(-c2cccs2)ccc1-c1cccs1,group_A,M01_Photoswitches_Paper,276.2,,,,,
MOL_A_000118,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,group_A,M13_uvvisml_chemfluor,361.6,,,,,
MOL_A_000119,C#CCN(CC#C)CC#Cc1nn([C@H]2C[C@H](O)[C@@H](CO)O2)c2nc(NC(=O)C(C)C)[nH]c(=O)c12,group_A,M01_Photoswitches_Paper;M13_uvvisml_cdex,265.45,,,,,
MOL_A_000120,C#CCN(CC#C)CC#Cc1nn([C@H]2C[C@H](O)[C@@H](COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)O2)c2nc(NC(=O)C(C)C)[nH]c(=O)c12,group_A,M13_uvvisml_cdex,274.0,,,,,
MOL_A_000121,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,group_A,M01_Photoswitches_Paper,268.1,,,,,
MOL_A_000122,C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,group_A,M13_uvvisml_deep4chem,397.0,,,,,
MOL_A_000123,C#CCN1C(=O)C(=Cc2cc(OC(C)C)ccc2OC(C)C)N=C1C,group_A,M11_Deep4Chem,397.0,4.025401181818181,0.0961818181818181,,,
MOL_A_000124,C#CCN1C(=O)C(=Cc2cc(OC)c(OC)c(OC)c2)N=C1C,group_A,M11_Deep4Chem,366.2,,,,,
MOL_A_000125,C#CCN1C(=O)C(=Cc2cc(OC)c(OC)cc2OC)N=C1C,group_A,M11_Deep4Chem,401.7,,,,,
MOL_A_000126,C#CCN1C(=O)C(=Cc2cc(OC)cc(OC)c2)N=C1C,group_A,M11_Deep4Chem,356.1,,,,,
MOL_A_000127,C#CCN1C(=O)C(=Cc2ccc(OC)c(OC)c2)N=C1C,group_A,M11_Deep4Chem,375.1,,,,,
MOL_A_000128,C#CCN1C(=O)C(=Cc2ccc(OC)c(OC)c2OC)N=C1C,group_A,M11_Deep4Chem,371.2,,,,,
MOL_A_000129,C#CCN1C(=O)C(=Cc2ccc(OC)cc2)N=C1C,group_A,M11_Deep4Chem,365.3,,,,,
MOL_A_000130,C#CCN1C(=O)C(=Cc2ccc(OC)cc2OC)N=C1C,group_A,M11_Deep4Chem,381.1,,,,,
MOL_A_000131,C#CCN1C(=O)C(=Cc2cccc(OC)c2)N=C1C,group_A,M11_Deep4Chem,359.1,,,,,
MOL_A_000132,C#CCN1C(=O)C(=Cc2cccc(OC)c2OC)N=C1C,group_A,M11_Deep4Chem,358.7,,,,,
MOL_A_000133,C#CCN1C(=O)C(=Cc2ccccc2OC)N=C1C,group_A,M11_Deep4Chem,370.9,,,,,
MOL_A_000134,C#CCN1C(=O)C(C=Cc2cc(C)ccc2C)N=C1C,group_A,M11_Deep4Chem,356.5,,,,,
MOL_A_000135,C#CCN1C(=O)C(C=Cc2cc(Cl)ccc2Cl)N=C1C,group_A,M11_Deep4Chem,361.2,,,,,
MOL_A_000136,C#CCN1C(=O)C(C=Cc2cc(F)ccc2F)N=C1C,group_A,M11_Deep4Chem,352.1,,,,,
MOL_A_000137,C#CCN1C(=O)C(C=Cc2cc(OC(C)C)ccc2OC(C)C)N=C1C,group_A,M11_Deep4Chem,390.6,,,,,
MOL_A_000138,C#CCN1C(=O)C(C=Cc2cc(OCC)ccc2OCC)N=C1C,group_A,M11_Deep4Chem,395.9,,,,,
MOL_A_000139,C#CCN1C(=O)C(C=Cc2cc(OCCCCCC)ccc2OCCCCCC)N=C1C,group_A,M11_Deep4Chem,396.6,,,,,
MOL_A_000140,C#CCN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,group_A,M13_uvvisml_chemfluor,621.5,,,,,
MOL_A_000141,C#CCNC(=O)c1cc(C(=O)c2ccccc2)n2ccc(-c3ccncc3)cc12,group_A,M01_Photoswitches_Paper,320.7,,,,,
MOL_A_000142,C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,456.4,4.7078328,0.1004,,,
MOL_A_000143,C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,568.0,4.647671000000001,0.24,,,
MOL_A_000144,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,group_A,M11_Deep4Chem;M13_uvvisml_chemfluor;M13_uvvisml_deep4chem,410.4537037037037,4.548676066666667,0.7542000000000001,,,
MOL_A_000145,C#CCOC(=O)CC(=O)Cc1ccccc1[N+](=O)[O-],group_A,M01_Photoswitches_Paper,316.9,,,,,
MOL_A_000146,C#CCOC(=O)Cc1cc2ccccc2[nH]1,group_A,M01_Photoswitches_Paper,260.8,,,,,
MOL_A_000147,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)c1ccccc1,group_A,M01_Photoswitches_Paper,231.5,,,,,
MOL_A_000148,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C)c1ccccc1,group_A,M01_Photoswitches_Paper,238.4,,,,,
MOL_A_000149,C#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,group_A,M01_Photoswitches_Paper,233.7,,,,,
MOL_A_000150,C#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,group_A,M01_Photoswitches_Paper,233.6,,,,,
MOL_A_000151,C#CCOc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(OCCCS(=O)(=O)[O-])cc4)C=C(c4ccccc4)C2=N3)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,690.0,4.838849,0.15,,,
MOL_A_000152,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(C)C)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,567.0,,,,,
MOL_A_000153,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(C)CC)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,569.0,,,,,
MOL_A_000154,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(/C=C/c5ccc(OCC(=O)OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,640.0,,,,,
MOL_A_000155,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(/C=C/c5ccc(S(=O)(=O)O)cc5S(=O)(=O)O)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,643.0,,,,,
MOL_A_000156,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,568.0,,,,,
MOL_A_000157,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N5CCCCC5)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,568.0,,,,,
MOL_A_000158,C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,group_A,M13_uvvisml_deep4chem,563.0,,,,,
MOL_A_000159,C#CCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(O)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,group_A,M11_Deep4Chem;M13_uvvisml_deep4chem,684.3333333333334,,0.37,,,
