molecule_id,canonical_smiles,source_group,source_dataset,absorption_max_nm,log_extinction,photochem_efficiency,log_kp,skin_sensitization,skin_irritation
MOL_B_000121,C=C(C)CCCC(C)CCOC=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000122,C=C(C)CCCC(C)O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000123,C=C(C)CCCC(C)OC(C)=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000124,C=C(C)CCC[C@H](C)CCO,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000125,C=C(C)CCC[C@H](C)CCOC(=O)C=Cc1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000126,C=C(C)CCC[C@H](C)CCOC(=O)CC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000127,C=C(C)CCC[C@H](C)CCOC(=O)Cc1ccccc1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000128,C=C(C)CCOC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000129,C=C(C)CCOC(=O)C=Cc1ccc(O)c(O)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000130,C=C(C)COC(=O)C(C)=Cc1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000131,C=C(C)COC(=O)C=C(C)c1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000132,C=C(C)[C@@H]1CC=C(C)C(=O)C1,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000133,C=C(C)[C@@H]1CC=C(C)CC1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000134,C=C(C)[C@@H]1CC=C(C)[C@H](OC(C)=O)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000135,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000136,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000137,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000138,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000139,C=C(C)[C@@H]1CC[C@@H](C)[C@H](OC(C)=O)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000140,C=C(C)[C@H](CO)CC=C(C)C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000141,C=C(C)[C@H]1CC=C(C)C(=O)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000142,C=C(C)[C@H]1CC=C(C)C(O)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000143,C=C(C)[C@H]1CC=C(C)CC1,group_B,U07_ICE_Irritation;U07_ICE_Sensitization,,,,,1.0,1.0
MOL_B_000144,C=C(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000145,C=C(C)c1cc(C(C)(C)c2ccc(O)c(C(=C)C)c2)ccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000146,C=C(C)c1ccc(C(=O)c2ccccc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000147,C=C(CCN1CCCCC1)c1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000148,C=C(CCOC(C)=O)c1ccccc1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000149,C=C(COC(C)=O)c1ccccc1,group_B,U09_HPPT,,,,,0.0,
MOL_B_000150,C=C(Cl)Cl,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000151,C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000152,C=C(c1ccc(O)cc1)C(C)(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000153,C=C(c1ccccc1)C(C)(C)C=CC(=O)OCC,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000154,C=C(c1ccccc1)c1cc(C)cc(C(C)(C)C)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000155,C=C(c1ccccc1)c1ccc(C(C)=O)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000156,C=C(c1ccccc1)c1cccc(C(C)(C)C)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000157,C=C1C(O)CC2CC1C2(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000158,C=C1C2CC(C1OC(C)=O)C1CC=C(C)C21,group_B,U09_HPPT,,,,,0.0,
MOL_B_000159,C=C1C2CC3CC1C(O)C(C2)C3C,group_B,U07_ICE_Irritation,,,,,,1.0
MOL_B_000160,C=C1C2CC3CC1C(OC(C)=O)C(C2)C3C,group_B,U07_ICE_Irritation;U07_ICE_Sensitization;U09_HPPT,,,,,0.0,1.0
MOL_B_000161,C=C1C2CCC(C2)C1(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000162,C=C1C2CCC3C2C(C)(C)CCCC13C,group_B,U09_HPPT,,,,,0.0,
MOL_B_000163,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000164,C=C1CC=CC(C)(C)CC=C(C)CCC1C(C)=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000165,C=C1CCC(OC(C)=O)/C(C)=C\CC2C1CC2(C)C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000166,C=C1CCC(OC(C)=O)C(C)=CCC2C1CC2(C)C,group_B,U09_HPPT,,,,,0.0,
MOL_B_000167,C=C1CCC23CC1C(C)(C)C2C(O)CC3C,group_B,U09_HPPT,,,,,0.0,
MOL_B_000168,C=C1CCC2CC1C2(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000169,C=C1CCC2OC2(C)CCC2C1CC2(C)C,group_B,U09_HPPT,,,,,0.0,
MOL_B_000170,C=C1CCC=C(C)CCC2C1CC2(C)C,group_B,U09_HPPT,,,,,0.0,
MOL_B_000171,C=C1CCNC(C(=O)OC)C1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000172,C=C1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2C(O)C[C@H]3C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000173,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000174,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000175,C=C1[C@H]2C[C@H]([C@H]3CC=C(C)[C@H]32)[C@H]1OC(C)=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_000176,C=CC#CC1(OC(=O)CC)CCN(C)CC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000177,C=CC(=C)CCC=C(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000178,C=CC(=C)CCCC(C)(C)O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000179,C=CC(=C)CCCC(C)(C)OC(C)=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_000180,C=CC(=O)N1C(C)(C)CC(OC(=O)C(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C(=O)OC2CC(C)(C)N(C(=O)C=C)C(C)(C)C2)CC1(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000181,C=CC(=O)NCCSSCCNC(=O)C=C,group_B,U07_ICE_Irritation,,,,,,1.0
MOL_B_000182,C=CC(=O)NCc1cc(C(=O)c2ccccc2)ccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000183,C=CC(=O)NS(=O)(=O)CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,group_B,U01_EU_CosIng_Annex_VI,,,,,0.0,0.0
MOL_B_000184,C=CC(=O)O,group_B,U07_ICE_Irritation,,,,,,1.0
MOL_B_000185,C=CC(=O)OC,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000186,C=CC(=O)OC(COc1ccc(C(=O)c2ccccc2)c(O)c1)COc1ccc(C(=O)c2ccccc2)c(O)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000187,C=CC(=O)OCC,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,1.0,
MOL_B_000188,C=CC(=O)OCC(CC)CCCC,group_B,U07_ICE_Sensitization;U12_SkinPiX,,,,-5.2265,1.0,
MOL_B_000189,C=CC(=O)OCC(CCC)CCCCC,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000190,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,1.0,
MOL_B_000191,C=CC(=O)OCCCC,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000192,C=CC(=O)OCCCCCCCCC,group_B,U07_ICE_Irritation,,,,,,0.0
MOL_B_000193,C=CC(=O)OCCCCOc1ccc(C(=O)c2ccccc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000194,C=CC(=O)OCCO,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_000195,C=CC(=O)OCCOC(=O)C=Cc1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000196,C=CC(=O)OCCOC(=O)c1ccccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000197,C=CC(=O)OCCOc1ccc(C(=O)c2ccccc2)c(O)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000198,C=CC(=O)OCCOc1ccc(C(=O)c2ccccc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000199,C=CC(=O)OCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000200,C=CC(=O)OCCOc1ccccc1C=C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000201,C=CC(=O)Oc1c(Cc2cc(C)cc(C(C)(C)C)c2O)cc(C)cc1C(C)(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000202,C=CC(=O)Oc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000203,C=CC(=O)Oc1ccc(C(=C(CC)c2ccccc2)c2ccc(OC(=O)C=C)cc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_000204,C=CC(=O)Oc1ccc(C(=O)c2ccccc2)c(O)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
